idempresa,idfamilia,descripcion,precio publico,fecha precio,stock,fecha stock,comentarios,activo
2,13,Punta manguera 8mm RM 1/4,"865,00",20-07-2024,"49,00",20-07-2024,,TRUE
2,13,Punta manguera 9.5mm RM 1/4,"1.015,00",05-08-2024,"118,00",05-08-2024,,TRUE
2,13,Punta manguera 9.5mm RM 1/2,"2.080,00",06-08-2024,"19,00",24-10-2023,,TRUE
2,13,Union manguera-manguera 6mm,"1.020,00",06-08-2024,"19,00",03-04-2023,,TRUE
2,13,Union manguera-manguera 8mm,"1.025,00",05-08-2024,"44,00",05-08-2024,,TRUE
2,13,Union manguera-manguera 9.5m,"1.380,00",05-08-2024,"44,00",05-08-2024,,TRUE
2,13,Union manguera-manguera 12.7mm,"1.785,00",06-08-2024,"22,00",05-08-2023,,TRUE
2,13,Entre  rosca macho 1/8,"690,00",06-08-2024,"32,00",28-10-2023,,TRUE
2,13,Entre rosca macho 1/4 ,"900,00",05-08-2024,"53,00",05-08-2024,,TRUE
2,13,Entre rosca macho 1/2,"2.185,00",06-08-2024,"20,00",25-07-2023,,TRUE
2,13,T manguera 6mm,"2.105,00",06-08-2024,"29,00",28-10-2023,,TRUE
2,13,T manguera 8mm ,"2.105,00",06-08-2024,"31,00",28-10-2023,,TRUE
2,13,T manguera 9.5mm,"2.720,00",23-07-2024,"35,00",28-10-2023,,TRUE
2,13,Distribuidor T RH 1/4 bronce,"5.060,00",24-06-2024,"22,00",03-04-2023,,TRUE
2,13,Reduccion RM 1/4 a RH 1/8,"925,00",06-08-2024,"34,00",31-03-2023,,TRUE
2,13,Reduccion RM 1/2 a RH 1/4,"2.000,00",05-08-2024,"52,00",05-08-2024,,TRUE
2,13,Reduccion RM 1/2 a RM 1/4,"2.405,00",06-08-2024,"24,00",13-05-2024,,TRUE
2,14,Bici 20x1 3/4 Keops ,"16.905,00",08-08-2024,"1,00",13-05-2024,40%,TRUE
2,14,Bici 24x195 DSH,"16.905,00",08-08-2024,"1,00",31-07-2023,,TRUE
2,14,Bici 26 Instto,"16.905,00",08-08-2024,"12,00",13-05-2024,,TRUE
2,14,Bici 27.5x210 RCT,"20.930,00",25-04-2024,"1,00",31-07-2023,,TRUE
2,14,Bici 29x2.10 Instto,"17.710,00",08-08-2024,"4,00",12-06-2024,,TRUE
2,14,Cubierta moto Imperial Cord 130-60/13 I Racing,"42.300,00",01-08-2024,"1,00",10-05-2024,,TRUE
2,14,Cubierta moto Imperial Cord 80-100/14 I Racing,"26.700,00",05-08-2024,"18,00",05-08-2024,,TRUE
2,14,Cubierta moto Imperial Cord 250x16 I,"25.000,00",12-06-2024,"2,00",09-10-2023,,TRUE
2,14,Cubierta moto Imperial Cord 275x17 I Eximia,"29.300,00",05-08-2024,"2,00",05-08-2024,,TRUE
2,14,Cubierta moto Imperial Cord 275x18 I Racing,"31.400,00",05-08-2024,"2,00",06-08-2024,,TRUE
2,14,Cubierta moto Imperial Cord 90-90/18 I Racing,"36.500,00",05-08-2024,"20,00",05-08-2024, por mas de 3 unidades en efectivo 10%,TRUE
2,14,Cubierta moto Imperial Cord 100-80/18 I ,"34.400,00",02-08-2024,"2,00",27-07-2024,,TRUE
2,14,Cubierta moto Journey 80-100/14 J,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta moto Journey 250x17 J,"40.900,00",25-04-2024,"2,00",13-05-2024,,TRUE
2,14,Cubierta moto Runstone 80-100x14 R,"48.300,00",25-04-2024,"5,00",13-05-2024,,TRUE
2,14,Cubierta moto Runstone 250x17 R F600,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta moto Runstone 275x17 R F600,"47.200,00",25-04-2024,"9,00",22-11-2023,,TRUE
2,14,Cubierta moto Runstone 275x18 R F101,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta moto Runstone 300x18 R F122,"0,00",13-05-2024,"0,00",13-05-2024,,TRUE
2,14,Cubierta moto Runstone 90-90/18 R F127,"65.200,00",25-04-2024,"6,00",13-05-2024,,TRUE
2,14,Cubierta moto Osaka 225x16 O,"37.400,00",25-04-2024,"3,00",13-05-2024,,TRUE
2,14,Cubierta moto Oxen 410/350x4 O eje 16,"21.500,00",25-04-2024,"1,00",10-06-2023,50%,TRUE
2,14,Cubierta moto Oxen 410/350x4 O eje 19,"21.500,00",25-04-2024,"1,00",17-08-2023,50%,TRUE
2,14,Cubierta moto Oxen 410/350x4 O,"12.500,00",25-04-2024,"8,00",12-06-2023,50%,TRUE
2,14,Cubierta moto Oxen 410/350x4 O reforzada,"17.900,00",25-04-2024,"2,00",12-06-2023,50%,TRUE
2,14,Cubierta Auto 165-70/13 Pace,"98.900,00",21-05-2024,"1,00",05-06-2024,,TRUE
2,14,Cubierta Auto 175-70/13 Pace ,"108.000,00",21-05-2024,"0,00",05-06-2024,,TRUE
2,14,Cubierta Auto 175-65/14 Pace ,"0,00",21-05-2024,"0,00",25-07-2024,,TRUE
2,14,Cubierta Auto 175-70/14 Pace,"119.900,00",21-05-2024,"5,00",05-06-2024,,TRUE
2,14,Cubierta Auto 185-60/14 Pace,"125.300,00",21-05-2024,"1,00",05-06-2024,,TRUE
2,14,Cubierta Auto 185-65/14 Pace ,"118.200,00",21-05-2024,"1,00",20-05-2024,,TRUE
2,14,Cubierta Auto 185-70/14 Pace,"122.400,00",21-05-2024,"3,00",05-06-2024,,TRUE
2,14,Cubierta Auto 195-70/14 Pace,"132.900,00",21-05-2024,"2,00",20-05-2024,,TRUE
2,14,Cubierta Auto 185-55/15 Pace,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 185-60/15 Pace,"149.200,00",06-06-2024,"2,00",05-06-2024,,TRUE
2,14,Cubierta Auto 185-65/15 Pace,"154.100,00",06-06-2024,"4,00",20-05-2024,,TRUE
2,14,Cubierta Auto 195-55/15 Pace ,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 195-60/15 Pace,"165.500,00",21-05-2024,"4,00",20-05-2024,,TRUE
2,14,Cubierta Auto 195-65/15 Pace ,"166.000,00",21-05-2024,"3,00",20-05-2024,,TRUE
2,14,Cubierta Auto 205-60/15 Pace,"0,00",06-06-2024,"0,00",05-06-2024,,TRUE
2,14,Cubierta Auto 205-65/15 Pace ,"0,00",21-05-2024,"0,00",20-05-2024,,TRUE
2,14,Cubierta Auto 235-75/15 Pace,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 195-50/16 Pace,"0,00",06-06-2024,"0,00",05-06-2024,,TRUE
2,14,Cubierta Auto 195-75/16 Pace C,"237.900,00",06-06-2024,"2,00",05-06-2024,,TRUE
2,14,Cubierta Auto 205-55/16 Pace,"0,00",06-06-2024,"0,00",05-06-2024,,TRUE
2,14,Cubierta Auto 205-75/16 Pace C,"0,00",21-05-2024,"0,00",20-05-2024,,TRUE
2,14,Cubierta Auto 205-45/17 Pace,"218.700,00",06-06-2024,"1,00",20-05-2024,,TRUE
2,14,Cubierta Auto 225-45/17 Pace ,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 155/R12 Windforce,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 165-70/13 Windforce ,"120.000,00",25-04-2024,"3,00",20-05-2024,,TRUE
2,14,Cubierta Auto 175-70/13 Windforce ,"125.000,00",25-04-2024,"2,00",20-05-2024,,TRUE
2,14,Cubierta Auto 175-65/14 Windforce,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 175-70/14 Windforce,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 185-70/14 Windforce,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 195-70/15 Windforce,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 205-70/15 Windforce,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 235-75/15 Windforce,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 155/R12 West Lake,"109.300,00",12-07-2024,"2,00",12-07-2024,,TRUE
2,14,Cubierta Auto 165-70/13 West Lake,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 175-70/13 West Lake,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 75-65/14 West Lake,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 175-70/14 West Lake,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 185-60/14 West Lake ,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 185-70/14 West Lake,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 185-55/15 West Lake ,"151.400,00",25-04-2024,"3,00",20-05-2024,,TRUE
2,14,Cubierta Auto 185-60/15 West Lake ,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 185-65/15 West Lake,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 195-55/15 West Lake ,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 195-60/15 West Lake ,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 195-70/15 West Lake C,"0,00",08-05-2024,"0,00",08-05-2024,,TRUE
2,14,Cubierta Auto 205-60/15 West Lake,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 205-65/15 West Lake,"0,00",25-04-2024,"0,00",20-05-2024,,TRUE
2,14,Cubierta Auto 195-55/16 West Lake,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 195-60/16 West Lake ,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 205-50/16 West Lake,"0,00",0,"0,00",20-05-2024,,TRUE
2,14,Cubierta Auto 205-55/16 West Lake,"0,00",21-05-2024,"0,00",20-05-2024,,TRUE
2,14,Cubierta Auto 185-55/15 Nexen,"0,00",0,"0,00",20-05-2024,,TRUE
2,14,Cubierta Auto 195-55/15 Nexen ,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 205-60/15 Nexen ,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 215-65/15 Nexen ,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 195-60/16 Nexen ,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 205-70/16 Nexen ,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 225-45/17 Nexen ,"0,00",25-04-2024,"0,00",20-05-2024,,TRUE
2,14,Cubierta Auto 245-45/17 Nexen ,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 205-40/18 Nexen,"0,00",25-04-2024,"0,00",20-05-2024,,TRUE
2,14,Cubierta Auto 225-45/18 Nexen,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 165-70/13 Fate P,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 175-70/13 Fate ,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 175-65/14 Fate P,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 185-70/14 Fate P,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 185-65/14 Xbri,"0,00",25-04-2024,"0,00",20-05-2024,,TRUE
2,14,Cubierta Auto 195-55/15 Xbri,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 195-60/15 Xbri,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 205-65/15 Xbri,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 195-75/16 Xbri,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 205-55/16 Xbri,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 205-75/16 Xbri ,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 225-65/16 Xbri,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 225-75/16 Xbri,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 75-70/14 Neupar ,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 185-65/14 Neupar,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 195-60/15 Neupar,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 195-65/15 Neupar,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 205-60/15 Neupar,"0,00",22-05-2024,"0,00",20-05-2024,,TRUE
2,14,Cubierta Auto 205-65/15 Neupar ,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 205-55/16 Neupar,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 175-70/13 Durable ,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 175-65/14 Durable,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 175-70/14 Durable ,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 85-60/15 Durable,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 185-65/15 Durable,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 175-70/13 Roadwing,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 165-60/14 Roadwing ,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 175-70/14 Roadwing,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 185-60/14 Roadwing,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 185-65/15 Roadwing,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 175-65/14 Ling Long,"0,00",17-07-2024,"0,00",17-07-2024,,TRUE
2,14,Cubierta Auto 185-65/15 Ling Long,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 195-60/15 Ling Long,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 205-65/15 Ling Long,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 205-55/16 Ling Long,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 165-70/13 Maaxter,"0,00",22-05-2024,"0,00",20-05-2024,,TRUE
2,14,Cubierta Auto 165-70/14 Fortune,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 175-70/14 Fortune,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 185-70/14 Fortune,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 195-55/15 Fortune,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 175-70/13 Sunset,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 175-65/14 Sunset,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 175-70/14 Sunset ,"96.600,00",17-07-2024,"2,00",17-07-2024,,TRUE
2,14,Cubierta Auto 205-70/15 Lanvigator,"160.600,00",0,"4,00",18-07-2024,,TRUE
2,14,Cubierta Auto 235-75/15 Lanvigator ,"174.700,00",24-06-2024,"2,00",11-07-2024,,TRUE
2,14,Cubierta Auto 205-55/16 Lanvigator,"148.000,00",0,"8,00",18-07-2024,,TRUE
2,14,Cubierta Auto C05-55/16 Kapsen ,"0,00",22-05-2024,"0,00",20-05-2024,,TRUE
2,14,Cubierta Auto 165-70/13 Minnel,"0,00",22-05-2024,"0,00",20-05-2024,,TRUE
2,14,Cubierta Auto 175-65/14 Firemax,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 175-70-14 Firemax,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Auto 175-65/14 Goodyear,"113.300,00",07-08-2024,"4,00",06-08-2024,,TRUE
2,14,Cubierta Auto 195-55/15 Goodyear,"145.900,00",07-08-2024,"0,00",06-08-2024,,TRUE
2,14,Cubierta Auto 165-70/13 Goodride,"100.700,00",22-05-2024,"4,00",20-05-2024,,TRUE
2,14,Cubierta Camion 650x16 Luhe (c/camara) ,"0,00",25-04-2024,"0,00",29-02-2024,,TRUE
2,14,Cubierta Camion 750x16 Luhe (c/camara),"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Camion 295-80/22.5 Roadwing,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Camion 215-75/17.5 Goodtyre,"222.800,00",15-06-2024,"0,00",21-05-2024,,TRUE
2,14,Cubierta Camion 295-80/22.5 Triangle ,"0,00",0,"0,00",0,,TRUE
2,14,Cubierta Camion 295-80/22.5 Kapsen (taco),"0,00",0,"0,00",0,,TRUE
2,15,Centro con logo Toyota gris,"3.395,00",27-07-2024,"10,00",29-05-2024,,TRUE
2,15,Centro con logo Toyota gris chico,"3.395,00",27-07-2024,"19,00",29-05-2024,,TRUE
2,15,Centro con logo Toyota negro chico ,"3.395,00",27-07-2024,"31,00",29-05-2024,,TRUE
2,15,Centro con logo Toyota cromado,"3.395,00",27-07-2024,"19,00",01-07-2024,,TRUE
2,15,Centro con logo Toyota cromado chico,"3.395,00",27-07-2024,"0,00",29-05-2024,,TRUE
2,15,Centro con logo Ford chico azul,"3.280,00",27-07-2024,"86,00",29-05-2024,,TRUE
2,15,Centro con logo Ford Ranger gris,"3.700,00",27-07-2024,"44,00",01-07-2024,,TRUE
2,15,Centro con logo Volkswagen chico,"2.415,00",27-07-2024,"25,00",30-05-2024,,TRUE
2,15,Centro con logo Volkswagen grande,"3.510,00",27-07-2024,"61,00",30-05-2024,,TRUE
2,15,Centro con logo Renault gris ,"3.185,00",27-07-2024,"88,00",30-05-2024,,TRUE
2,15,Centro con logo Renault gris chico,"3.185,00",27-07-2024,"2,00",30-05-2024,,TRUE
2,15,Centro con logo Renault negro,"3.185,00",27-07-2024,"83,00",30-05-2024,,TRUE
2,15,Centro con logo Renault negro chico,"3.185,00",27-07-2024,"0,00",29-05-2024,,TRUE
2,15,Centro con logo Renault gris vison,"3.185,00",27-07-2024,"57,00",29-05-2024,,TRUE
2,15,Centro con logo Fiat rojo,"3.280,00",27-07-2024,"34,00",30-05-2024,,TRUE
2,15,Centro con logo Fiat negro,"3.280,00",27-07-2024,"34,00",29-05-2024,,TRUE
2,15,Centro con logo Fiat negro rallas,"3.280,00",27-07-2024,"2,00",29-05-2024,,TRUE
2,15,Centro con logo Fiat negro mod. viejo,"3.280,00",27-07-2024,"3,00",29-05-2024,,TRUE
2,15,Centro con logo Fiat gris mod. viejo,"3.280,00",27-07-2024,"0,00",29-05-2024,,TRUE
2,15,Centro con logo Fiat toro negro,"3.510,00",27-07-2024,"0,00",29-05-2024,,TRUE
2,15,Centro con logo Fiat toro rojo,"3.510,00",27-07-2024,"6,00",29-05-2024,,TRUE
2,15,Centro con logo Chevrolet negro,"3.335,00",27-07-2024,"58,00",30-05-2024,,TRUE
2,15,Centro con logo Chevrolet negro chico ,"3.335,00",27-07-2024,"8,00",30-05-2024,,TRUE
2,15,Centro con logo Chevrolet gris,"3.335,00",27-07-2024,"115,00",30-05-2024,,TRUE
2,15,Centro con logo Chevrolet gris vison ,"3.335,00",27-07-2024,"0,00",23-06-2023,,TRUE
2,15,Centro con logo Peugeot gris,"3.395,00",27-07-2024,"79,00",30-05-2024,,TRUE
2,15,Centro con logo Peugeot gris vison,"3.395,00",27-07-2024,"80,00",30-05-2024,,TRUE
2,15,Centro con logo Peugeot negro,"3.395,00",27-07-2024,"21,00",01-07-2024,,TRUE
2,15,Centro con logo Citroen gris vison,"3.395,00",27-07-2024,"46,00",01-07-2024,,TRUE
2,15,Centro con logo Citroen gris cromado,"3.395,00",27-07-2024,"25,00",01-07-2024,,TRUE
2,15,Centro con logo Citroen negro,"3.395,00",27-07-2024,"33,00",30-05-2024,,TRUE
2,15,Centro con logo Honda gris grande,"3.060,00",18-01-2024,"3,00",23-07-2024,,TRUE
2,15,Centro universal negro super chico ,"1.500,00",23-07-2024,"3,00",23-07-2024,,TRUE
2,15,Centro universal negro chico 49mm,"1.500,00",25-03-2024,"112,00",23-07-2024,,TRUE
2,15,Centro universal negro mediano 50mm,"1.500,00",22-05-2024,"2,00",30-05-2024,,TRUE
2,15,Centro universal negro grande 60mm,"1.500,00",23-07-2024,"16,00",23-07-2024,,TRUE
2,15,Centro universal gris chico ,"1.500,00",25-03-2024,"2,00",30-05-2024,,TRUE
2,15,Centro universal gris mediano 50mm,"1.500,00",25-03-2024,"79,00",30-05-2024,,TRUE
2,15,Centro universal gris grande 60mm,"1.500,00",25-03-2024,"4,00",23-07-2024,,TRUE
2,15,Centrador Ford VERDE,"460,00",03-06-2024,"44,00",30-05-2024,,TRUE
2,15,Centrador Fiat AMARILLO ,"460,00",02-08-2024,"84,00",02-08-2024,,TRUE
2,15,Centrador Chevrolet NEGRO,"460,00",02-08-2024,"113,00",02-08-2024,,TRUE
2,15,Centrador Peugeot CELESTE/AZUL,"460,00",02-08-2024,"102,00",02-08-2024,,TRUE
2,15,Centrador Renault BLANCO,"460,00",02-08-2024,"126,00",02-08-2024,,TRUE
2,15,Centrador Volkswagen NARANJA,"460,00",02-08-2024,"100,00",02-08-2024,,TRUE
2,15,Centrador Toyota ROJO,"460,00",03-06-2024,"54,00",30-05-2024,,TRUE
2,15,Centrador Honda VIOLETA,"460,00",03-06-2024,"1,00",30-05-2024,,TRUE
2,15,Centrador Hyundai GRIS,"460,00",03-06-2024,"47,00",30-05-2024,,TRUE
2,15,Centrador Nissan ROSA,"460,00",03-06-2024,"43,00",30-05-2024,,TRUE
2,15,Tapa de Llanta Volkswagen Gol (lisa),"4.830,00",27-07-2024,"0,00",23-07-2024,,TRUE
2,15,Tapa de Llanta Volkswagen Polo (agujeros),"4.830,00",27-07-2024,"10,00",23-02-2024,,TRUE
2,15,Tapa de Llanta Chevrolet Corsa,"4.830,00",27-07-2024,"10,00",23-07-2024,,TRUE
2,15,Tapa de Llanta Fiat SCR,"4.830,00",27-07-2024,"7,00",01-07-2024,,TRUE
2,15,Tapa de Llanta Fiat 500 rojo,"5.000,00",25-03-2024,"4,00",30-05-2024,,TRUE
2,15,Tapa de Llanta Fiat 500 gris,"5.000,00",0,"0,00",30-05-2024,,TRUE
2,15,Tapa de Llanta Peugeot 405 (chica),"4.025,00",30-05-2024,"8,00",30-05-2024,,TRUE
2,15,Tapa de Llanta Peugeot 504 (grande),"4.000,00",25-03-2024,"4,00",23-02-2024,,TRUE
2,15,Separador 4 agujeros universal 7mm 4au,"4.255,00",29-07-2024,"1,00",27-12-2023,40%,TRUE
2,15,Separador 4 agujeros universal 10mm 4au,"5.980,00",29-07-2024,"1,00",27-12-2023,,TRUE
2,15,Separador 4 agujeros universal 15mm  4au G,"7.965,00",29-07-2024,"4,00",06-06-2024,,TRUE
2,15,Separador 4 agujeros universal 20mm 4au G,"8.660,00",29-07-2024,"7,00",26-07-2024,,TRUE
2,15,Separador 4 agujeros universal 25mm 4au G,"9.975,00",29-07-2024,"10,00",26-07-2024,,TRUE
2,15,Separador 4 agujeros universal 30mm 4au G,"10.730,00",29-07-2024,"10,00",26-07-2024,,TRUE
2,15,Separador 5 agujeros universal 10mm 5au,"6.305,00",29-07-2024,"4,00",26-07-2024,,TRUE
2,15,Separador 5 agujeros universal 15mm 5au G,"8.490,00",29-07-2024,"1,00",26-07-2024,,TRUE
2,15,Separador 5 agujeros universal 20mm 5au G,"10.170,00",29-07-2024,"3,00",09-10-2023,,TRUE
2,15,Sticker Chevrolet chico ,"2.910,00",18-10-2023,"0,00",14-06-2023,,TRUE
2,15,Sticker Chevrolet grande,"3.700,00",18-10-2023,"3,00",14-06-2023,,TRUE
2,15,Sticker Peugeot chico  ,"2.910,00",18-10-2023,"0,00",14-06-2023,,TRUE
2,15,Sticker Peugeot grande,"3.700,00",18-10-2023,"4,00",14-06-2023,,TRUE
2,15,Sticker Fiat chico ,"2.910,00",18-10-2023,"1,00",14-06-2023,,TRUE
2,15,Sticker Fiat grande ,"3.700,00",18-10-2023,"1,00",14-06-2023,,TRUE
2,15,Sticker Citroen chico,"2.910,00",18-10-2023,"3,00",14-06-2023,,TRUE
2,15,Sticker Citroen grande,"3.700,00",18-10-2023,"3,00",14-06-2023,,TRUE
2,15,Sticker Hyundai chico,"2.910,00",18-10-2023,"1,00",13-06-2023,,TRUE
2,15,Sticker Honda chico ,"2.910,00",18-10-2023,"2,00",14-06-2023,,TRUE
2,15,Sticker Honda grande,"3.700,00",18-10-2023,"2,00",14-06-2023,,TRUE
2,15,Sticker Nissan grande,"3.700,00",18-10-2023,"1,00",13-06-2023,,TRUE
2,15,Sticker Ford chico ,"2.910,00",18-10-2023,"0,00",13-06-2023,,TRUE
2,15,Sticker Volkswagen chico,"2.910,00",18-10-2023,"0,00",14-06-2023,,TRUE
2,15,Sticker Volkswagen grande,"3.700,00",18-10-2023,"0,00",14-06-2023,,TRUE
2,15,Sticker Renault chico,"0,00",0,"0,00",0,,TRUE
2,15,Sticker Renault grande,"0,00",0,"0,00",0,,TRUE
2,15,Embellecedor Cromado 17,"635,00",18-10-2023,"83,00",16-06-2023,,TRUE
2,15,Embellecedor Cromado 19,"635,00",18-10-2023,"15,00",16-06-2023,,TRUE
2,15,Embellecedor Negro 17,"725,00",18-10-2023,"89,00",23-07-2024,,TRUE
2,16,Bulon Peugeot-Citroen doble arandela (206-307-C3) Cabeza 17mm 12x1.25 aleacion orig. cromado ,"4.715,00",22-07-2024,"73,00",03-08-2024,,TRUE
2,16,Bulon Peugeot-Citroen doble arandela (206-307-C3) Cabeza 17mm 12x1.25 aleacion orig. zincado 35mm,"3.795,00",22-07-2024,"49,00",18-07-2024,,TRUE
2,16,Bulon Peugeot-Citroen doble arandela (206-307) Cabeza 17mm 12x1.25 aleacion cromado 40mm,"4.870,00",22-07-2024,"28,00",18-07-2024,,TRUE
2,16,Bulon Peugeot-Citroen doble arandela (206-307) Cabeza 17mm 12x1.25 aleacion zincado 40mm,"4.870,00",22-07-2024,"19,00",18-07-2024,,TRUE
2,16,Bulon Peugeot-Citroen doble arandela (206-307) Cabeza 17mm 12x1.25 aleacion cromado 50mm,"6.160,00",22-07-2024,"22,00",18-07-2024,,TRUE
2,16,Bulon conico Peugeot-Citroen (206-307) Chapa orig. cabeza 17mm 12x1.25 corto,"3.485,00",22-07-2024,"15,00",18-07-2024,,TRUE
2,16,Bulon conico Peugeot-Citroen (206-307) Chapa orig. cabeza 17mm 12x1.25 35mm,"3.835,00",22-07-2024,"63,00",18-07-2024,,TRUE
2,16,Bulon conico Peugeot-Citroen (206-307) Chapa orig. cabeza 17mm 12x1.25 48mm,"4.255,00",22-07-2024,"25,00",18-07-2024,,TRUE
2,16,Bulon Fiat (Europa-147-Uno-Duna-Palio-Siena) Chapa orig. cabeza 19mm 12x1.25 zincado ,"1.840,00",22-07-2024,"0,00",18-07-2024,,TRUE
2,16,Bulon Fiat (Europa-147-Uno-Duna-Palio-Siena) Chapa orig. cabeza 19mm 12x1.25 cromado,"2.700,00",22-07-2024,"34,00",18-07-2024,,TRUE
2,16,Bulon Fiat (Europa-147-Uno-Duna-Palio-Siena) Chapa orig. cabeza 19mm 12x1.25 cromado 35mm,"3.485,00",22-07-2024,"23,00",18-07-2024,,TRUE
2,16,Bulon Fiat (Uno-Duna-Palio-Siena) Aleacion no orig. Cabeza 19mm 12x1.25 cromado 40mm ,"3.835,00",22-07-2024,"0,00",19-07-2024,,TRUE
2,16,Bulon Fiat (Uno-Duna-Palio-Siena) Aleacion no orig. Cabeza 19 rosca 12x1.25 cromado 48mm,"4.255,00",22-07-2024,"37,00",18-07-2024,,TRUE
2,16,Bulon bombe Volkswagen (Gacel-Gol-Senda) Chapa y aleacion orig. Cabeza 17mm 12x1.5 zincado corto,"2.795,00",22-07-2024,"50,00",18-07-2024,,TRUE
2,16,Bulon bombe Volkswagen (Gacel-Gol-Senda) Chapa y aleacion orig. Cabeza 17mm 12x1.5 cromado corto,"3.485,00",22-07-2024,"3,00",18-07-2024,,TRUE
2,16,Bulon bombe Volkswagen (Golf-Passat-Bora-Vento) chapa y aleacion orig. 14x1.5 cabeza 17mm cromado,"4.255,00",22-07-2024,"36,00",18-07-2024,,TRUE
